review_text,label
"pembelian kedua.. suka karena teksturnya nyaman dipakai untuk sehari-hari, dari purple punch jadi pengen coba warna merah mojito ini. saranku kalau pakai jangan terlalu gegabah karena merahnya gonjreng banget jadi pakai secukupnya saja.",positive
semoga cocok walau agak lama sampainya.terimakasih,positive
mantap,positive
baru aja sampe paketnya. aku gk suka jnt sibolga. padahal kemarin mrk ngantar paket juga ke rumah. dan status paket aku yg ini dalam perjalanan ke rumah. tapi tetap aja hari ini diantar.,negative
warnanya bagus buat ombre dan pastinya awett dan juga after dipakek matte,positive
"cocok untuk:kuas alis cuma kurang kuat jadi agak letoy buat bikin alis, jadi suka belok2 di tengah jalan pas lagi sapuin ke alis",negative
pesennya eyelash curler yg dateng mascara,negative
di gambarnya katanya ada free nya only di tgl 6.6 saya cekout di tgl segitu gaada dapet tu free nya boong aja nih,negative
"barang bagus , tapi dikirim sebagian katanya sisa nya di kirim menyusul dan sampai sekarang saya belum terima barang sisa nya di chat toko kaka nya php terus",negative
suerr lama bgt nyampenya waktunya tgl 5/6 ini dah lewat dr waktunya haduuh nyesel beli disini mending toko lain deh,negative
"kualitasnya menurut saya rada kurang bagus mungkin karena mendekati expired juga terlalu cair, glossy, tidak nempel, lama kering, tidak tahan lama, tapi untuk warnanya cantik sekali. next time mungkin pesan yang expired nya masih lama. pengeman aman bagus",negative
"pas klik pesen yg orange,pas dateng yg brown...kok bisa ya",negative
"barang sesuai, semoga cocok",positive
di kasih barang yg tutupnya pecah,negative
ga seawet reviewnya,positive
tidak sesuai dengan yg ditulis . 4pcs tapi yg dateng 1pcs . payah,negative
"belum d coba, karena barangnya masih d rumah keluarga. tapi pengiriman sangat cepat , semoga cocok",positive
harga:lumayan mahal kemasan:tidak sesuai di iklan manfaat:lipstik serum nya ga bertahan lama warnanya,negative
"packing tidak baik, hanya menggunakan plastik dan bublewrap, jd bocor",negative
semoga cocok di wajah pengiriman juga cepat gk sampei berhari hari thank youuuuuuuu yassssssssss,positive
agak berdebu dtng shampoonya ..,positive
daya serap:sampai hari ini barangnya tidak sampai. slow respon dari penjual.tidak ada konfirmasi dr pengiriman.,negative
"bedaknya pecah banget berantakan, bubble wrapnya lepas",negative
"beda sama iklan,kenyataannya ga terlalu bisa panjang dimata,kurang serat bulunya",negative
"bahan:- daya serap:- bentuk:- gimana ya, spongenya gak dikasih :( padahal free tulisannya sampe di paketnya juga ada tulisannya. pas dibuka gaada",negative
"sepertinya kurang cocok di kulit saya, pikirnya bisa ngontrol komedo.. seminggu pake malah jadi muncul jerawat baru.. padahal dah lama ga ada jerawat yg meradang.",negative
"warna:bagus tekstur:lembek pengiriman lama sampai nya udh gitu packing smp udh jelek karna terlalu lama dikirim, lipstick nya juga udh rusak pas di buka.. kecewa bgt dah kapok beli di toko ini lagu cukup sekali dan tau.",negative
there is no free brush given as written in description title.,negative
ngak worth it menurut aku!,negative
"pesan mascara clear, yang datang hitam, saya ga lihat langsung pakai dengan bebas, tahunya hitam, belepotan",negative
"efek:dingin kemasan:bagus pengalaman penggunaan:plump sayang banget yg dikirim salah warna gitu padahal udah nabung:loudly_crying_face: perbedaan aku liat di store offline sama yg dikirim beda, di etalase shopee tysm tuh sama warnanya kaya di store offline, kenapa kok yg dikirim shade seoul:loudly_crying_face: tapi kenapa di kardusnya juga salah mlh tysm hrsnya seoul itu warnanya:loudly_crying_face:",negative
oala ko ya seperti cat,negative
"paket nyampe udah lama dan baru tak buka, dulu pernah beli cocok, terus beli lagi tapi kok ini beda ya , kemasan sama isinya beda, bau dan warnanya juga beda, malah jadi takut mau makai gak jadi takut palsu soalnya baunya kayak balsem",negative
"pengiriman cepat, barang sampai dg baik. semoga cocok di saya. hampir ngga kerasa ya semprotannya",positive
"good price,good quality,terjangkau,makin byk peminat:folded_hands:gòod seller,recomended cosmetic yg aman:thumbs_up_light_skin_tone:tq so much:smiling_face_with_hearts:",positive
"baguuuus, bikin mengkilap sehat langsung",positive
bagus baget,negative
produk masih tersegel tapi lem kemasannya bisa dibuka tutup. dipacking dalam amplop bubble. kualitas kyknya sama klo pake pore strip. tapi lebih kuat sedikit yg ini.,positive
"cocok untuk:pemakaian harian setia dari smp s/d sekarang selalu pake parfume charlie white dan selau beli di off store revlon paris tetapi botol yg sekarang beda dengan yg asli, kalau yg asli botolnya kusam sdgkan yg dikirim putih bening.",negative
katanya dpt gift mukena e taunya zonk semua tau gtu gk ush kasi embel2 dpt gift mukena,negative
"kalo ada pesenan yg gk sesuai dtgnya mnding ajukan refund dan gausah turuti kemauan admin . admin blg batalkan dulu refund bru mereka proses tp smpe skrg gk ada mereka proses blgnya overload trs , smpe skrg brg yg gk smpe smua gk mereka proses smpe akhirnya udh habis masa garansi sy susah buat ajukan lgi . semoga berkah deh ya",negative
"emang agak terlalu mirip foundation ya i think jadi agak sulit make nya supaya sesuai takaran. tetep bisa di blend sih at the end, tp agak butuh waktu ya",positive
bagus banget ga nyesel popoknya:face_with_tears_of_joy:,negative
"paket sudah diterima dengan baik, terima kasih, sukses terus buat usahanya.",positive
gak profesional,negative
"pertama kali beli via shopee, tapi tekstur sabunnya cair secair-cairnya. beda banget dengan yg dibeli langsung di kliniknya. saya ga tau ini termasuk rusak atau gimana, tapi teksturnya beda banget. tube belum dipencet buat ngeluarin sabunnya, udah langsung tumpah karena cair banget.",negative
manfaat:belum dicoba wangi:aroma kalem cepet hilang pas,positive
"sekelas shopeemall tapi packing asal-asalan, cairan tumpah kemana-mana, lain kali packing nya lebih rapi lagi!!!",negative
"gampang luntur di bagian bawah mata, jadi bikin kaya mata panda wkwk",negative
"barang sesuai pesanan dan sampai tepat waktu serta packing rapi, terima kasih.",positive
"barang sampai dengan selamat,tidak ada cacat. pengiriman lama. menurutku pembersih ini bagus, ga bikin kulit kering. buat bersihin di area bibir, bibirnya jadi lebih lemb...",positive
"pump rusak/tidak bekerja. tidak bisa retur karna habis operasi, gabisa gerak. gatau kualitas produk gimana. ga kepake",negative
"cuma terima 1 aja, seharusnya 4. ngajuin pengembalian dana ditolak krena saya udh trlnjur buat box resi nya.",negative
pengiriman lumayan cepat. seller juga responsif. daya tahan wangi nya juga lumayan lama daripada yg pernah saya beli. oke nih :thumbs_up_medium-dark_skin_tone:,positive
ada yg dpt dikit lg exp,negative
tekstur:barang nya bagus.. pengiriman lama seminggu lebih..,negative
barang original. tapi digambar micelar water 100ml tapi yg dikirim ke saya cuma yg 55ml. overall semua sesuai sihhh. thankyou seller,positive
"klaim trfproof ternyata boong, pas di tempelikg ke tangan atau ke tisu masih nempel, warnanya jg b aja",negative
sesuai...:thumbs_up_light_skin_tone:,positive
"warna agak kecokelatan, bagus untuk subtle look.",positive
kayak barang bekas displeyan,negative
"stelah liat2 review sebelumnya segel dalem nya udah pada kebuka , yangaku pun gitu , kenapa gitu yaa ertos ?",negative
bonus essence in lotion dan green tea seed cream tdk dikirim. gak sesuai deskripsi produk,negative
tekstur:kerung cocok untuk:tidak bisa. dpakai,negative
biasa banget ga terlalu ngaruh dimuka. ga berasa bersih juga. ya bener2 produk biasa aja efeknya. menang inovatif aja dan praktis. oh iya kalo bisa jgn beli produk dari...,negative
pesan 001 dikirim 101,negative
barang tidak diterima. mau komplen pun susah krn ga dibikin video pada saat unboxing.,negative
kaya barang palsu,negative
"belom keliatan efeknya, udah 2 minggu pemakaian, mari kita terus berikhtiar.",positive
proses sangat lambat,negative
"gatauu yaa ini kesalahan siapaa... dateng"" gaada isinyaa dahh konfirmasi ke kurir jugaa katanya saya cumaa kurir hanya mengantar pakett.. ini bener"" udahh bolong lohhh gaada isinyaa.. mungkin ini alasan kalo males banget beli lgsg bayar mending cod.. kalo gini apaaa tokonya mau gantii???",negative
sedih banget shampo ini katanya bisa memperbaiki rambut yg rusak tapi pas saya pakai malah rambut jadi kering banget kusut dan makin parah dari sebelumnya :loudly_crying_face:,negative
"pengemasan lama banget banget banget, beli pensil alis h-9 hari acara, tapi baru nyampe pas acaranya selesai",negative
pesan apa datang nya apa padahal sekelas shopemall hadeh,negative
tekstur:tidak tahan lamaa :crying_face: performa:tidak tahan lama. minum air putih aja udah ilang cocok untuk:ga worth it sih dgn harga segitu,negative
sesuai pesanan thankyou seller,positive
"blum dipakai, blum tau hasilnya jd kasih bintang 4 dulu buat kecepatan kirimnya yahh.. next order klo oke baru bintang 5 :folded_hands_light_skin_tone:",positive
awet seharian :lipstick: gampang dibawa-bawa penjualnya ramah banget proses pesanan cepat packaging aman :folded_hands: packaging rapi respon penjualnya top,positive
"terima kasih yah, karena pesanan saya sdh sampai dengan baik dan packing yang rapi dan aman. saya memang pengguna parfum revlon charlie, jadi utk kecocokan, wangi dan k...",positive
"agak lama karena pre order, pengemasan baik, pengiriman baik, barang original, mantap :thumbs_up:",positive
kering banget!!!!,negative
bocorrrr huhuhu ga safetyy,negative
"pesanan telah diterima, packingan rapi, exp masih lama...",positive
"beneran nahan minyak, sampai siang tetap oke.",positive
"tutupnya gak bisa dibuka, sampe tangan luka kena tutupnya. kapokk",negative
"msh blm bisa menutup noda hitam sempurna, agak encer, keluarin produk agak ssh dikontrol, kadang terlalu banyak dan tdk keluar",positive
mari kita coba yaa,positive
qaddarullah pecah hancur banget,negative
pengalaman penggunaan:sdh lama pakai,positive
yg midnight serumnya tumpah kayanya ini uda basah kardusnya biasanya ga kaya gini. smga kedepannya lebih baik lagi,negative
ga tau cara pakainya,negative
eyeshadow diterima dlm keadaan berantakan isinya..pecah pengiriman lama,negative
"beli ini bareng dengan lipstik dan bedak tabur. kualitas oke lah, siapa yg tidak tahu dengan nama besar revlon.......cuma lelet dipengiriman, pakai banget. compare to oth...",positive
rrspon penjual sih bagus. ramah juga. tapi 6 hari baru sampe...,positive
"warna nya terlalu gelap dikulitkuu, next pilih yg agak cerah",positive
barang ok...cuma seller kurang kooperatif,negative
ancurr bedaknya :enraged_face::enraged_face::enraged_face::enraged_face:,negative
barang lama dan sdh mau expired date,negative
styling:lucuuu bisa dipake kapan aja. thank you ultima buat free giftnya..,positive
"efektivitas:ya tekstur:ya kandungan:ya kacauu, udah pengiriman lama, sekalinya sampe barang pada tumpah gimana si. percuma di kasih bubble wrap",negative
"overall baguuusss bgt, tekstur dan warnanya jg cakep puoll, tp wangi melonnya strong bgt :(",positive
benefits:kaki fragrance:- user tips:- gak kecabut semua padahal claimnya bisa nyabut sampai akar tanpa sakit.. walopun gk ngarep tanpa sakit tp ini udah sakit iya gak kecabut semua pula :crying_face::crying_face: kecewa sih,negative
kualitas barang bagus penjual juga responya ok cuma kemarin sudah infoin untuk kemanan paketnya supaya lebih aman ini sampa barangnya pecah dan pecahanya aku gak nemu dimana jdi sempet mikir apa emang 1 di kasih kosong sm sellernya tp ya kotaknya basah juga,negative
expirednya ada yg tinggal sehari..dua hari..malah ada yg udh lewat tgl 1 april 2023,negative
ketebalan:tipis tekstur:matte warna:lebih gelap cocok untuk kulit sawo matang saya kira natural nya cocok untuk kulit kuning langsat ternyata natural nya lebih kegelap cocok untuk kulit sawo matang :loudly_crying_face: pengemasan nya kurang rapi babble warp nya tipis bedak nya sedikit pecah kecewa dgn toko ini,negative
mantap cepet datangnya,positive
"warna:01 & 12 tekstur:kaya krayon ketahanan:ga nempel di bibir gasuka bgt sm formula nya bnr2 murahan, pdhl bbrp kali beli brand lain dgn harga sama kualitasnya ga se jelek ini, di bibir ga nempel, gaenak pokoknya, susah di blend buat ombre not recommend samsek",negative
dateng juga yg ditunggu tapi sayang jadi meragukan gitu pas di buka dusnya eh lihat botol serumnya di bagian na sama exp sudah hilang semua seperti di foto,positive
"baru pertama kali pake semoga cocok. pengiriman cepat, dpt gratis mini face wash",positive
barang sampai. tapi bonusnya ketinggalan atau tidak diberikan alias php:grinning_face_with_sweat:,positive
wanginya segar,positive
bikin bibir belang warnanya,negative
"ga dapat bonus eye make up removal nya, sedih…",positive
heran yh saya langganan berkali kali loh baru kali ini saya bayar cod 209 pas dibuka yang dateng cuma satu ini gmn toh gak dicek lagi?,negative
profil kecantikan:barang mendarat dengan mulus mantap,positive
tekstur:cair kandungan:ok efektivitas:nxndndkdmsbdjdndndksmdjxnxnxnxmdgood xjxnxbxhxb,negative
"produknya oke, tapi pengirimannya udah lama, customer service nya juga judes, hadehhhh",negative
"tekstur:seperti balsem performa:buruk produk jauh berbeda dari pembelian sebelum2nya, saya sudah langganan 2thn. selalu beli banyak, yg kali ini sangat mengecewakan, produk sangat buruk. sangat berbeda dari sebelumnya, saya merasa ditipu.",negative
warna:kurang bagus tekstur:berminyak ketahanan:cepat luntur kualitas kurang baik. saya ga cocok memakai ini. next ga akan beli lagi. trims atas pelayanannya,negative
bungkusnya peyok huhu tapi yaudah yang penting dalemnya aman :loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face:,negative
pesen 2 bb cream shade ini tapi yang dateng cuma 1,negative
"lipstik merek o twoo memiliki tiga fungsi yaitu untuk make up blush, stick hydrating, dan gloss lip. warna peach cocok untuk kulit",positive
bleber,negative
"barang sesuai pesanan, respon dan pengiriman lumayan cepat.",positive
kualitas:udah dateng sesuai pesanan terimah kasih semoga bisa membantu lah,negative
kuas kurang tipis dan agak kaku,positive
bahan ringan cuma baunya kurang enak,positive
"untuk kuasnya bagus, lembut, tiap kuas juga ada kantung plastiknya sendiri, bintang 5 untuk kuasnya. tapi, gegara anteraja nya lama banget, yaudah, saya kasih bintang 2....",negative
"barang kurang 1, baru info setelah dikirim & nggak mau batalin order, tetap aja dikirim. pengiriman sangat lama, nggak pernah respon pertanyaan & permintaan pemba...",negative
ternyata gak gratis 1 wekekekeee.. gak paham deh pdhl sdh chat admin bilang iya barang dpt 2 x 200ml,negative
tekstur:lembek patah! lembek tidak sesuai ekspektasi,negative
"untuk menghidrasi, produk ini cukup baik bekerja di kulit wajah saya yang cenderung berjerawat tapi juga kering. sayangnya, dia malah membuat wajah saya jadi komedoan",positive
"sesuai deskripsi, packing aman, dan kemasan cocok dibawa utk berpergian",positive
"micelar waternya yang 1 kayaknya tutupnya kurang kenceng, jadi bocor. pas sampe kardusnya basah san micelar waternya tinggal dikit banget",positive
digambar warna dibibir cerah ketika datang kok mlh pucet,negative
"pengiriman sangat cepat ,packing aman:thumbs_up: terima kasih bonus compact powder nya ya:thumbs_up: sangat berguna dan pasti terpakai:thumbs_up:",positive
performa:fail tekstur:terlalu cair useless kak. gak kepake.,negative
